,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,converted_usd
11738,U001,0200769623,WAL-MAR corp,,2020.0,1930827121.0,2020-04-27,2020-05-12,2020-04-27,NAH4,49892.6
11755,U001,0200762301,C&S WH trust,,2020.0,1930653443.0,2020-03-16,2020-03-31,2020-03-16,NAC6,33323.42
11757,U001,0200759878,SA corporation,,2020.0,1930786483.0,2020-04-15,2020-04-30,2020-04-15,NAH4,23066.77
11762,U001,0200761734,H E BUT ,,2020.0,1930696281.0,2020-03-25,2020-04-09,2020-03-25,NAA8,47376.89
11777,U001,0200769623,WAL-MAR foundation,,2020.0,1930711264.0,2020-03-29,2020-04-13,2020-03-29,NAH4,15301.64
11784,U001,0200769623,WAL-MAR systems,,2020.0,1930799238.0,2020-04-19,2020-05-04,2020-04-19,NAH4,3228.13
11788,U001,0100031704,DELHAIZE associates,,2020.0,1930857360.0,2020-05-06,2020-05-21,2020-05-06,NAA8,4115.82
11799,U001,0200759878,SA us,,2020.0,1930661800.0,2020-03-17,2020-04-01,2020-03-17,NAH4,22222.01
11801,U001,0200769623,WAL-MAR associates,,2020.0,1930619357.0,2020-03-07,2020-03-22,2020-03-07,NAH4,36018.2
11802,U001,0200337148,COAS corporation,,2020.0,1930670412.0,2020-03-18,2020-04-02,2020-03-18,NAA8,9062.47
11806,U001,0200762301,C&S WH systems,,2020.0,1930617875.0,2020-03-08,2020-05-12,2020-03-08,NAGD,959.61
11807,U001,0100054380,IMLE us,,2020.0,1930633659.0,2020-03-10,2020-03-25,2020-03-10,NAA8,20568.96
11810,U001,0200769623,WAL-MAR co,,2020.0,1930759929.0,2020-04-08,2020-04-23,2020-04-08,NAH4,1763.63
11815,U001,0200762301,C&S WH corp,,2020.0,1930621739.0,2020-03-09,2020-05-13,2020-03-09,NAGD,699.22
11818,U001,0200769623,WAL-MAR corporation,,2020.0,1930723640.0,2020-03-30,2020-04-14,2020-03-30,NAH4,26402.47
11819,U013,0100046487,PAPA JOH corporation,,2020.0,1991841417.0,2020-03-23,2020-04-17,2020-03-23,NA25,16008.2
11820,U001,0200759878,SA corporation,,2020.0,1930703340.0,2020-03-30,2020-04-14,2020-03-30,NAH4,23036.74
11821,U001,0200772670,ASSOCIAT ,,2020.0,1930651317.0,2020-03-13,2020-03-28,2020-03-13,NAU5,30687.8
11826,U001,0100031704,DELHAIZE trust,,2020.0,1930708207.0,2020-03-26,2020-04-10,2020-03-26,NAA8,80226.66
11829,U001,0200772670,ASSOCIAT us,,2020.0,1930648114.0,2020-03-13,2020-03-28,2020-03-13,NAU5,3304.6
11830,U001,0200769623,WAL-MAR corporation,,2020.0,1930703945.0,2020-03-26,2020-04-10,2020-03-26,NAH4,44416.21
11833,U001,0200742521,GLA associates,,2020.0,1930768576.0,2020-04-09,2020-04-24,2020-04-09,NAA8,13574.4
11835,U001,0200705742,DOT corporation,,2020.0,1930676655.0,2020-03-20,2020-04-23,2020-03-20,NAAW,991.17
11837,U001,0200769623,WAL-MAR in,,2020.0,1930716619.0,2020-03-29,2020-04-13,2020-03-29,NAH4,10301.78
11844,U001,0200762301,C&S WH co,,2020.0,1930862410.0,2020-05-05,2020-05-20,2020-05-05,NAC6,10052.49
11847,U001,0200705742,DOT corp,,2020.0,1930609488.0,2020-03-05,2020-03-20,2020-03-05,NAA8,23094.54
11850,U001,0200744019,TARG in,,2020.0,1930651117.0,2020-03-14,2020-05-18,2020-03-14,NAGD,17581.76
11856,U001,0200759878,SA associates,,2020.0,1930635211.0,2020-03-11,2020-05-15,2020-03-11,NAGD,1063.8
11866,CA02,0140104409,LOB corp,,2020.0,2960617947.0,2020-03-02,2020-03-12,2020-03-02,CA10,46847.85
11880,U001,0200728270,HEI foundation,,2020.0,1930782731.0,2020-04-14,2020-04-29,2020-04-14,NAA8,4000.25
11891,U001,200494102,MCCA co,,2020.0,1930730206.0,2020-03-30,2020-04-15,2020-03-30,C106,72094.05
11897,U001,0200780383,MEIJ foundation,,2020.0,1930813818.0,2020-04-21,2020-05-06,2020-04-21,NAA8,324.78
11901,U001,0200764795,SYSCO  systems,,2020.0,1930672957.0,2020-03-24,2020-04-25,2020-03-24,NA32,11860.48
11905,U001,0200726979,BJ'S  us,,2020.0,1930830185.0,2020-04-28,2020-05-13,2020-04-28,NAA8,321.53
11908,U001,0200744019,TARG ,,2020.0,1930879720.0,2020-05-08,2020-05-23,2020-05-08,NAA8,24848.73
11914,CA02,0140106408,WAL-M in,,2020.0,2960622224.0,2020-03-21,2020-03-31,2020-03-21,CA10,53209.16299999999
11921,CA02,0140106408,WAL-M in,,2020.0,2960625549.0,2020-04-02,2020-04-12,2020-04-02,CA10,1173.1299999999999
11926,CA02,0140104409,LOB ,,2020.0,2960623038.0,2020-03-20,2020-04-02,2020-03-23,CA10,72189.418
11927,U001,0200794332,COST llc,,2020.0,1930607549.0,2020-03-06,2020-03-21,2020-03-06,NAAX,6611.63
11930,U001,0200769623,WAL-MAR systems,,2020.0,1930620236.0,2020-03-07,2020-03-22,2020-03-07,NAH4,471.56
11931,U001,0200744019,TARG co,,2020.0,1930851168.0,2020-05-03,2020-05-18,2020-05-03,NAA8,96.4
11934,CA02,0140104429,COSTCO systems,,2020.0,2960617463.0,2020-03-02,2020-03-21,2020-03-11,CA10,33827.84299999999
11936,U013,0140103470,D'ALB us,,2020.0,1991839992.0,2020-03-16,2020-04-15,2020-03-16,NAVE,40425.0
11938,CA02,0140104225,SAVE-ON- llc,,2020.0,2960631149.0,2020-04-30,2020-05-18,2020-05-08,CA10,92704.416
11943,U001,0200236583,REQU us,,2020.0,1930692583.0,2020-04-01,2020-04-11,2020-04-01,NA10,34756.88
11949,U001,0200769623,WAL-MAR trust,,2020.0,1930624012.0,2020-03-09,2020-03-24,2020-03-09,NAH4,57581.17
11950,U001,0200769623,WAL-MAR in,,2020.0,1930604683.0,2020-03-06,2020-03-21,2020-03-06,NAH4,17035.25
11956,U001,0200706844,WINC us,,2020.0,1930731719.0,2020-04-02,2020-04-17,2020-04-02,NAA8,35291.89
11957,U001,0200769623,WAL-MAR ,,2020.0,1930798988.0,2020-04-17,2020-05-02,2020-04-17,NAH4,471.56
11961,U001,0200772670,ASSOCIAT foundation,,2020.0,1930752782.0,2020-04-06,2020-04-21,2020-04-06,NAU5,1981.76
11968,CA02,0140104285,BUY- ,,2020.0,2960621333.0,2020-03-16,2020-04-04,2020-03-25,CA10,1244.271
11976,U001,0200769623,WAL-MAR trust,,2020.0,1930642287.0,2020-03-13,2020-03-28,2020-03-13,NAH4,2173.16
11992,U001,0200741831,SUPE associates,,2020.0,1930598374.0,2020-03-05,2020-03-20,2020-03-05,NAA8,100386.57
11998,U001,0200769623,WAL-MAR trust,,2020.0,1930849901.0,2020-05-02,2020-05-17,2020-05-02,NAH4,1626.33
11999,U001,0200762301,C&S WH ,,2020.0,1930606282.0,2020-03-07,2020-03-22,2020-03-07,NAC6,10832.7
12013,U001,0100043975,JAVA associates,,2020.0,1930578884.0,2020-02-27,2020-03-13,2020-02-27,NAA8,1842.0
12017,U001,0200418007,AM trust,,2020.0,1930777618.0,2020-04-16,2020-05-01,2020-04-16,NAA8,393.4
12027,U001,0200658936,CARIBB trust,,2020.0,1930605809.0,2020-03-04,2020-05-03,2020-03-04,NAVQ,50399.6
12036,U001,0200148860,DOLLA foundation,,2020.0,1930685068.0,2020-03-24,2020-04-08,2020-03-24,NAA8,22406.09
12037,U001,0200455322,PEA co,,2020.0,1930624502.0,2020-03-10,2020-04-09,2020-03-10,NAD5,71261.55
12038,U001,0200773364,U R M  ,,2020.0,1930760165.0,2020-04-13,2020-04-28,2020-04-13,NAA8,3740.16
12039,U001,0200794332,COST trust,,2020.0,1930660515.0,2020-03-17,2020-04-01,2020-03-17,NAAX,35000.81
12043,U001,0200726979,BJ'S  systems,,2020.0,1930788605.0,2020-04-15,2020-04-30,2020-04-15,NAA8,1286.73
12044,U001,0200769623,WAL-MAR corporation,,2020.0,1930712121.0,2020-03-28,2020-04-12,2020-03-28,NAH4,65813.7
12049,CA02,0140106408,WAL-M trust,,2020.0,2960622755.0,2020-03-21,2020-03-31,2020-03-21,CA10,3617.467
12063,U001,0200769623,WAL-MAR corporation,,2020.0,1930724862.0,2020-03-31,2020-04-15,2020-03-31,NAH4,943.12
12070,U001,0200772670,ASSOCIAT corporation,,2020.0,1930828544.0,2020-04-27,2020-05-12,2020-04-27,NAU5,12166.08
12072,U001,0200769623,WAL-MAR corp,,2020.0,1930780996.0,2020-04-13,2020-04-28,2020-04-13,NAH4,72423.57
12074,U001,0200573068,GROCE us,,2020.0,1930577914.0,2020-02-27,2020-03-13,2020-02-27,NAA8,19848.78
12076,U001,0200769623,WAL-MAR us,,2020.0,1930763860.0,2020-04-10,2020-04-25,2020-04-10,NAH4,1674.02
12079,U001,0200290370,BARGAIN  us,,2020.0,1930729793.0,2020-04-06,2020-04-21,2020-04-06,NAA8,15802.34
12084,U001,0200799367,MCL trust,,2020.0,1930717773.0,2020-03-30,2020-04-14,2020-03-30,NAA8,83413.35
12085,U001,0200769623,WAL-MAR trust,,2020.0,1930758975.0,2020-04-07,2020-04-22,2020-04-07,NAH4,50414.0
12087,U001,0200759878,SA associates,,2020.0,1930635716.0,2020-03-12,2020-03-27,2020-03-12,NAH4,6981.32
12091,U001,0200769623,WAL-MAR foundation,,2020.0,1930846949.0,2020-05-02,2020-05-17,2020-05-02,NAH4,21807.65
12110,U001,200705372,FR associates,,2020.0,1930676197.0,2020-03-23,2020-04-07,2020-03-23,NAA8,18929.01
12111,U001,0200704858,WAKE corporation,,2020.0,1930715970.0,2020-03-31,2020-06-04,2020-03-31,NAGD,30174.41
12118,U001,0200762301,C&S WH associates,,2020.0,1930751018.0,2020-04-05,2020-04-20,2020-04-05,NAC6,6309.34
12139,U001,0200353024,DECA corporation,,2020.0,1930689540.0,2020-03-24,2020-04-08,2020-03-16,NAM4,157.44
12155,U001,0200769623,WAL-MAR corp,,2020.0,1930856495.0,2020-05-04,2020-05-19,2020-05-04,NAH4,10629.18
12159,U001,0200936373,SUPE corporation,,2020.0,1930730592.0,2020-04-02,2020-04-17,2020-04-02,NAA8,48346.55
12161,U001,0100036538,DENVER co,,2020.0,1930603325.0,2020-03-12,2020-03-27,2020-03-12,NAA8,9875.0
12171,U001,0200740393,LABAT foundation,,2020.0,1930801406.0,2020-04-20,2020-05-05,2020-04-20,NAA8,45431.78
12179,CA02,140104331,CORE-M ,,2020.0,2960634412.0,2020-05-12,2020-05-23,2020-05-13,CA10,6786.864
12181,CA02,0140104229,A & W F in,,2020.0,2960630275.0,2020-04-24,2020-05-06,2020-04-26,CA10,4783.799999999999
12187,U013,0140103983,FACE foundation,,2020.0,1991839489.0,2020-03-13,2020-05-12,2020-03-13,NAUZ,43781.81
12189,U001,0200705742,DOT llc,,2020.0,1930874598.0,2020-05-07,2020-05-27,2020-05-07,NAD1,114022.52
12192,U001,0200759878,SA corporation,,2020.0,1930632841.0,2020-03-13,2020-03-28,2020-03-13,NAH4,27744.53
12224,U001,0200769623,WAL-MAR llc,,2020.0,1930715414.0,2020-03-30,2020-04-14,2020-03-30,NAH4,41371.19
12234,U001,0200782001,GORDO in,,2020.0,1930722615.0,2020-03-30,2020-04-14,2020-03-30,NAA8,45838.57
12235,U001,0200353024,DECA systems,,2020.0,1930875791.0,2020-05-07,2020-05-24,2020-05-01,NAM4,4337.9
12236,U001,0200752302,KROGER llc,,2020.0,1930623282.0,2020-03-12,2020-03-27,2020-03-12,NAA8,19436.3
12243,U001,0200759878,SA trust,,2020.0,1930691433.0,2020-03-25,2020-04-09,2020-03-25,NAH4,15170.72
12245,U001,0200729942,SA trust,,2020.0,1930764455.0,2020-04-15,2020-04-30,2020-04-15,NAA8,14298.9
12247,U001,0200759878,SA systems,,2020.0,1930651169.0,2020-03-15,2020-03-30,2020-03-15,NAH4,22635.28
12248,U001,0200769623,WAL-MAR co,,2020.0,1930797575.0,2020-04-18,2020-05-03,2020-04-18,NAH4,53361.03
12250,U001,0200780383,MEIJ co,,2020.0,1930776888.0,2020-04-13,2020-04-28,2020-04-13,NAA8,12701.42
12257,U001,0200722444,PERFOR co,,2020.0,1930779192.0,2020-04-13,2020-05-15,2020-04-13,NA32,22580.82
12261,U001,0200761734,H E BUT co,,2020.0,1930839616.0,2020-04-30,2020-05-15,2020-04-30,NAA8,36127.22
12266,U001,0200458131,TIMES ,,2020.0,1930676772.0,2020-03-27,2020-04-11,2020-03-27,NAA8,2315.82
12268,CA02,0140105847,GORDON F corporation,,2020.0,2960620371.0,2020-03-12,2020-03-24,2020-03-14,CA10,8428.14
12271,U001,0200769623,WAL-MAR ,,2020.0,1930826531.0,2020-04-27,2020-05-12,2020-04-27,NAH4,5694.64
12277,U001,0200726979,BJ'S  llc,,2020.0,1930630070.0,2020-03-09,2020-03-24,2020-03-09,NAA8,304.04
12285,U001,0200769623,WAL-MAR llc,,2020.0,1930648204.0,2020-03-13,2020-03-28,2020-03-13,NAH4,943.12
12287,U001,0200769623,WAL-MAR corp,,2020.0,1930632638.0,2020-03-11,2020-03-26,2020-03-11,NAH4,161.79
12294,U001,0200769623,WAL-MAR us,,2020.0,1930724303.0,2020-03-30,2020-04-14,2020-03-30,NAH4,39736.55
12296,U001,0200803720,DEC llc,,2020.0,1930773157.0,2020-04-10,2020-04-24,2020-04-01,NAM4,1230.68
12298,U001,0200761734,H E BUT co,,2020.0,1930789403.0,2020-04-15,2020-06-19,2020-04-15,NAGD,1910.24
12302,CA02,0100021489,CHENS E us,,2020.0,2960629016.0,2020-04-14,2020-04-27,2020-04-17,CA10,10891.474999999999
12305,U001,200706844,WINC trust,,2020.0,1930670860.0,2020-03-20,2020-04-04,2020-03-20,NAA8,8929.14
12306,U001,0200936373,SUPE corp,,2020.0,1930731626.0,2020-04-02,2020-04-17,2020-04-02,NAA8,28030.44
12310,U001,0200769623,WAL-MAR co,,2020.0,1930732958.0,2020-04-02,2020-04-17,2020-04-02,NAH4,3797.1
12312,U001,0200761734,H E BUT systems,,2020.0,1930654859.0,2020-03-16,2020-03-31,2020-03-16,NAA8,69760.16
12313,U001,200780383,MEIJ foundation,,2020.0,1930665460.0,2020-03-18,2020-05-22,2020-03-18,NAGD,71684.34
12316,U001,0200290370,BARGAIN  corp,,2020.0,1930822528.0,2020-04-24,2020-05-09,2020-04-24,NAA8,16096.09
12333,U001,0200772670,ASSOCIAT co,,2020.0,1930644075.0,2020-03-13,2020-03-28,2020-03-13,NAU5,2506.99
12334,U001,0200741174,M B  ,,2020.0,1930617973.0,2020-03-09,2020-03-24,2020-03-09,NAA8,21133.48
12337,U001,0200777735,NASH  systems,,2020.0,1930624335.0,2020-03-09,2020-03-24,2020-03-09,NAA8,16429.01
12354,U001,0200744019,TARG associates,,2020.0,1930813621.0,2020-04-23,2020-05-08,2020-04-23,NAA8,13758.34
12356,U001,0200769623,WAL-MAR corporation,,2020.0,1930857675.0,2020-05-04,2020-05-19,2020-05-04,NAH4,22705.93
12361,U001,0200769623,WAL-MAR trust,,2020.0,1930842140.0,2020-05-02,2020-05-17,2020-05-02,NAH4,4312.51
12368,U001,0200707822,PUBLI co,,2020.0,1930772247.0,2020-04-09,2020-04-24,2020-04-09,NAA8,120323.11
12371,U001,CCU013,KRAFT F trust,,2020.0,1930582765.0,2020-03-01,2020-03-01,2020-03-01,NAX2,115417.74
12373,U001,0200769623,WAL-MAR llc,,2020.0,1930773390.0,2020-04-10,2020-04-25,2020-04-10,NAH4,45802.34
12382,U001,0200744019,TARG foundation,,2020.0,1930705574.0,2020-03-27,2020-04-11,2020-03-27,NAA8,37884.32
12383,U001,0200696090,UNITE foundation,,2020.0,1930788396.0,2020-04-20,2020-05-05,2020-04-20,NAA8,6940.42
12385,U001,0200416837,DEC systems,,2020.0,1930856795.0,2020-05-05,2020-05-11,2020-05-01,NAM2,2640.37
12386,U001,0200769623,WAL-MAR us,,2020.0,1930665743.0,2020-03-18,2020-04-02,2020-03-18,NAH4,287.41
12387,U001,0200769623,WAL-MAR trust,,2020.0,1930629320.0,2020-03-11,2020-03-26,2020-03-11,NAH4,3287.27
12388,U001,0200759878,SA in,,2020.0,1930687664.0,2020-03-23,2020-04-07,2020-03-23,NAH4,29380.12
12390,U001,0200772595,SAFEW co,,2020.0,1930758183.0,2020-04-08,2020-04-23,2020-04-08,NAA8,130982.58
12393,U001,0200769623,WAL-MAR foundation,,2020.0,1930672455.0,2020-03-20,2020-04-04,2020-03-20,NAH4,7536.45
12397,U001,0200799367,MCL foundation,,2020.0,1930798127.0,2020-04-23,2020-05-08,2020-04-23,NAA8,11534.46
12402,U001,200920735,ALBERT llc,,2020.0,1930641399.0,2020-03-12,2020-05-16,2020-03-12,NAGD,3730.8
12404,U001,0200762301,C&S WH corp,,2020.0,1930828663.0,2020-04-27,2020-05-12,2020-04-27,NAC6,33253.8
12405,U001,0200078854,MC A systems,,2020.0,1930859293.0,2020-05-05,2020-05-20,2020-05-05,NAA8,6910.84
12408,U001,0200759878,SA llc,,2020.0,1930744090.0,2020-04-06,2020-04-21,2020-04-06,NAH4,14048.9
12409,U001,0200769623,WAL-MAR llc,,2020.0,1930720103.0,2020-03-31,2020-04-15,2020-03-31,NAH4,30133.41
12417,U001,0200799367,MCL us,,2020.0,1930623699.0,2020-03-10,2020-03-25,2020-03-10,NAA8,102023.84
12423,U001,200769623,WAL-MAR llc,,2020.0,1930888383.0,2020-05-12,2020-05-27,2020-05-12,NAH4,35338.36
12425,U001,0200762301,C&S WH systems,,2020.0,1930666434.0,2020-03-18,2020-05-22,2020-03-18,NAGD,15343.76
12429,U001,0200794332,COST in,,2020.0,1930706278.0,2020-03-27,2020-04-11,2020-03-27,NAAX,29046.97
12432,U001,0200936373,SUPE us,,2020.0,1930710882.0,2020-03-30,2020-04-14,2020-03-30,NAA8,4738.53
12434,U001,0200739006,AL us,,2020.0,1930821683.0,2020-04-24,2020-05-09,2020-04-24,NAA8,27636.0
12436,CA02,0140104234,DEALER llc,,2020.0,2960620513.0,2020-03-11,2020-03-23,2020-03-13,CA10,2090.62
12441,U001,0200704858,WAKE foundation,,2020.0,1930578131.0,2020-02-28,2020-03-14,2020-02-28,NAA8,4353.85
12448,U001,0200759878,SA corporation,,2020.0,1930857185.0,2020-05-05,2020-05-20,2020-05-05,NAH4,26121.36
12451,U001,0200792293,UNIFIE us,,2020.0,1930748743.0,2020-04-05,2020-04-20,2020-04-05,NAA8,40708.42
12453,U001,0200772670,ASSOCIAT corp,,2020.0,1930641694.0,2020-03-11,2020-03-26,2020-03-11,NAU5,35995.89
12468,U001,0200793830,M trust,,2020.0,1930855642.0,2020-05-04,2020-05-19,2020-05-04,NAA8,139089.37
12470,U001,0200759878,SA corp,,2020.0,1930586537.0,2020-03-03,2020-03-18,2020-03-03,NAH4,83921.38
12484,U001,0200769623,WAL-MAR llc,,2020.0,1930717832.0,2020-03-31,2020-04-15,2020-03-31,NAH4,23456.6
12510,CA02,0140104429,COSTCO associates,,2020.0,2960629614.0,2020-04-20,2020-05-10,2020-04-30,CA10,25107.054
12511,U001,0200793830,M llc,,2020.0,1930777945.0,2020-04-11,2020-04-26,2020-04-11,NAA8,18198.19
12514,U001,0200148860,DOLLA systems,,2020.0,1930695991.0,2020-03-25,2020-04-09,2020-03-25,NAA8,52978.25
12515,U001,0200799342,MITCH us,,2020.0,1930670709.0,2020-03-19,2020-04-03,2020-03-19,NAA8,15533.94
12518,U001,0200915438,GROC corp,,2020.0,1930630381.0,2020-03-13,2020-03-28,2020-03-13,NAA8,22375.06
12528,U001,0200748108,KROGER corp,,2020.0,1930595863.0,2020-03-03,2020-03-18,2020-03-03,NAA8,114141.69
12540,U001,0200965912,C&S W associates,,2020.0,1930602606.0,2020-03-04,2020-03-19,2020-03-04,NAC6,153167.36
12542,U001,200759878,SA foundation,,2020.0,1930666942.0,2020-03-20,2020-04-04,2020-03-20,NAH4,30040.31
12553,U001,0200780383,MEIJ systems,,2020.0,1930830352.0,2020-04-27,2020-05-12,2020-04-27,NAA8,30839.56
12566,U001,200466603,SMITH'S corp,,2020.0,1930718764.0,2020-03-30,2020-04-14,2020-03-30,NAA8,127331.57
12569,U001,0200769623,WAL-MAR llc,,2020.0,1930705839.0,2020-03-27,2020-04-11,2020-03-27,NAH4,48746.83
12571,CA02,0140104249,SOB trust,,2020.0,2960624674.0,2020-03-29,2020-04-16,2020-04-06,CA10,52447.808
12573,U001,0200744019,TARG ,,2020.0,1930723086.0,2020-03-31,2020-04-15,2020-03-31,NAX2,5.54
12574,CA02,0140104440,SO co,,2020.0,2960630101.0,2020-04-20,2020-05-02,2020-04-22,CA10,29706.788999999997
12575,U001,0200387240,O foundation,,2020.0,1930566753.0,2020-02-27,2020-03-08,2020-02-27,NA10,4053.24
12576,U001,0200799367,MCL llc,,2020.0,1930617048.0,2020-03-08,2020-03-23,2020-03-08,NAA8,50050.8
12577,U001,0200769623,WAL-MAR trust,,2020.0,1930685072.0,2020-03-22,2020-04-06,2020-03-22,NAH4,5514.9
12586,U001,0200769623,WAL-MAR in,,2020.0,1930665593.0,2020-03-19,2020-04-03,2020-03-19,NAH4,37627.36
12594,U001,0200726979,BJ'S  systems,,2020.0,1930606975.0,2020-03-05,2020-03-20,2020-03-05,NAA8,459.5
12598,U001,0200769623,WAL-MAR co,,2020.0,1930839705.0,2020-05-01,2020-05-16,2020-05-01,NAH4,56383.84
12602,U001,0200230690,DECA us,,2020.0,1930804366.0,2020-04-21,2020-04-23,2020-04-16,NAM1,65.28
12603,U001,0200761734,H E BUT corporation,,2020.0,1930809403.0,2020-04-24,2020-05-09,2020-04-24,NAA8,44028.59
12604,U001,0200769623,WAL-MAR us,,2020.0,1930854550.0,2020-05-05,2020-05-20,2020-05-05,NAH4,6055.46
12607,U001,0200434439,BAUGH SU foundation,,2020.0,1930820310.0,2020-04-29,2020-05-14,2020-04-29,NAA8,1714.59
12610,CA02,0140104440,SO corporation,,2020.0,2960625640.0,2020-03-31,2020-04-10,2020-03-31,CA10,72623.355
12612,U001,0200769623,WAL-MAR foundation,,2020.0,1930599001.0,2020-03-04,2020-03-19,2020-03-04,NAH4,12219.74
12624,U001,0200762301,C&S WH corp,,2020.0,1930681157.0,2020-03-22,2020-04-06,2020-03-22,NAC6,458.71
12627,U001,0200726979,BJ'S  us,,2020.0,1930577751.0,2020-02-27,2020-03-13,2020-02-27,NAA8,559.92
12642,U001,0200331749,SYSC in,,2020.0,1930645608.0,2020-03-12,2020-03-27,2020-03-12,NAA8,2063.32
12643,U001,CCU002,KRFT FDS ,,2020.0,1930646789.0,2020-03-17,2020-04-21,2020-03-17,NAG2,4045.44
12646,U001,0200769623,WAL-MAR co,,2020.0,1930830708.0,2020-04-28,2020-05-13,2020-04-28,NAH4,43971.16
12651,U001,0200769623,WAL-MAR ,,2020.0,1930719166.0,2020-03-30,2020-04-14,2020-03-30,NAH4,53555.91
12653,CA02,0140104409,LOB llc,,2020.0,2960624984.0,2020-04-02,2020-04-20,2020-04-10,CA10,192820.74
12656,U001,0200754278,MBM  ,,2020.0,1930880906.0,2020-05-09,2020-05-24,2020-05-09,NAA8,575.3
12660,U001,0200769623,WAL-MAR associates,,2020.0,1930714381.0,2020-03-28,2020-04-12,2020-03-28,NAH4,16223.52
12663,U001,0200965912,C&S W corporation,,2020.0,1930777751.0,2020-04-13,2020-04-28,2020-04-13,NAC6,65974.0
12664,U001,0200743123,KROGER associates,,2020.0,1930768031.0,2020-04-09,2020-04-24,2020-04-09,NAA8,64679.1
12668,U001,0200769623,WAL-MAR in,,2020.0,1930593003.0,2020-03-04,2020-03-19,2020-03-04,NAH4,43296.6
12670,U001,0200712187,SPAR foundation,,2020.0,1930788905.0,2020-04-14,2020-04-29,2020-04-14,NAA8,84177.37
12671,U001,0200793088,DEMOU in,,2020.0,1930703385.0,2020-03-26,2020-04-10,2020-03-26,NAA8,41185.7
12679,U001,0200762301,C&S WH systems,,2020.0,1930772370.0,2020-04-11,2020-04-26,2020-04-11,NAC6,58611.77
12680,CA02,0140104229,A & W F associates,,2020.0,2960613785.0,2020-02-29,2020-03-14,2020-03-04,CA10,1722.1679999999997
12688,U001,0200769623,WAL-MAR trust,,2020.0,1930793224.0,2020-04-18,2020-05-03,2020-04-18,NAH4,28010.02
12691,CA02,0140106181,THE  co,,2020.0,2960618244.0,2020-03-02,2020-03-21,2020-03-11,CA10,14976.78
12693,U001,0200762301,C&S WH corporation,,2020.0,1930837839.0,2020-04-30,2020-05-15,2020-04-30,NAC6,112708.29
12697,U001,0200769623,WAL-MAR foundation,,2020.0,1930657367.0,2020-03-17,2020-04-01,2020-03-17,NAH4,15452.7
12699,U001,0200769623,WAL-MAR us,,2020.0,1930665659.0,2020-03-19,2020-04-03,2020-03-19,NAH4,4821.77
12713,U001,200769623,WAL-MAR in,,2020.0,1930862526.0,2020-05-06,2020-05-21,2020-05-06,NAH4,32013.22
12721,U001,0200726979,BJ'S  ,,2020.0,1930635790.0,2020-03-11,2020-03-26,2020-03-11,NAA8,1676.66
12724,U001,0200769623,WAL-MAR trust,,2020.0,1930576187.0,2020-02-27,2020-03-13,2020-02-27,NAH4,271.06
12727,U001,0200762301,C&S WH trust,,2020.0,1930711416.0,2020-03-28,2020-04-12,2020-03-28,NAC6,25819.7
12731,U001,0200794332,COST corporation,,2020.0,1930594286.0,2020-03-06,2020-03-21,2020-03-06,NAAX,11811.62
12737,U001,0200761734,H E BUT co,,2020.0,1930798712.0,2020-04-17,2020-05-02,2020-04-17,NAA8,78541.64
12739,U001,0200002965,DECA co,,2020.0,1930599265.0,2020-03-04,2020-03-08,2020-03-01,NAM1,21006.74
12740,U001,200790107,ROU trust,,2020.0,1930670468.0,2020-03-19,2020-04-03,2020-03-19,NAC6,16630.96
12741,U001,0200769623,WAL-MAR llc,,2020.0,1930605480.0,2020-03-06,2020-03-21,2020-03-06,NAH4,5285.21
12744,U001,0200769623,WAL-MAR corporation,,2020.0,1930796310.0,2020-04-15,2020-04-30,2020-04-15,NAH4,33355.12
12746,U001,0200726979,BJ'S  corp,,2020.0,1930610876.0,2020-03-06,2020-03-21,2020-03-06,NAA8,98.86
12755,U001,0200771157,WEIS corp,,2020.0,1930834170.0,2020-04-29,2020-05-14,2020-04-29,NAA8,104432.16
12769,U001,0200803720,DEC systems,,2020.0,1930872145.0,2020-05-07,2020-05-11,2020-05-01,NAM2,6194.3
12773,U001,0200769623,WAL-MAR corp,,2020.0,1930844798.0,2020-04-30,2020-05-15,2020-04-30,NAH4,43275.54
12787,CA02,0140105847,GORDON F in,,2020.0,2960627996.0,2020-04-23,2020-05-04,2020-04-24,CA10,14184.8
12790,U001,0200769623,WAL-MAR corp,,2020.0,1930593199.0,2020-03-04,2020-03-19,2020-03-04,NAH4,3007.94
12794,U001,0200704045,RA corp,,2020.0,1930738294.0,2020-04-02,2020-06-06,2020-04-02,NAGD,20247.87
12797,U001,0200759878,SA us,,2020.0,1930585847.0,2020-03-02,2020-05-06,2020-03-02,NAGD,17020.81
12802,U001,0200020431,DEC corporation,,2020.0,1930818176.0,2020-04-23,2020-05-09,2020-04-16,NAM4,4629.2
12804,U001,0200726979,BJ'S  us,,2020.0,1930653624.0,2020-03-15,2020-03-30,2020-03-15,NAA8,33.18
